Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Use of Public Internet Computers,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
1996,Goshen,Litchfield,32,2478,4505,1.8,1688,0.68,3456,1.4,30147,11.8,4,160,0.1,,32893,13.3,43949,17.74,36192,14.61,15934,30976,51942,21
1996,Granby,Hartford,69,9441,71552,7.6,6000,0.64,12000,1.3,133487,12.5,216,3983,0.4,,62564,6.6,259316,27.47,259316,27.47,33495,206834,259316,27.5
1996,Greenwich,Fairfield,3,57732,618926,10.7,48973,0.85,204684,3.5,1167620,18.5,,104784,1.8,,344737,6,3922345,67.94,3884570,67.29,661824,2580153,3575779,61.9
1996,Griswold - Slater,New London,164,13986,,,3794,0.27,2195,0.2,20195,1.4,18,787,0.1,,21376,1.5,110050,7.87,56100,4.01,5545,25523,46039,3.3
1996,Groton,New London,151,44029,310000,7,34826,0.79,58864,1.3,341347,5.5,96,4772,0.1,,124088,2.8,1316194,29.89,1278330,29.03,175467,961700,1277750,29
1996,Groton - Bill,New London,151,44029,3000,0.1,740,0.02,780,0,15832,0.3,33,400,0,,17351,0.4,117883,2.68,5000,0.11,11044,48533,77549,1.8
1996,Groton - Mystic,New London,151,,66000,1.5,5710,0.13,,,101024,1.5,277,,,,44607,1,315199,7.16,126470,2.87,32041,153407,237404,5.4
1996,Guilford,New Haven,41,20315,185000,9.1,14440,0.71,40129,2,231351,9.4,344,9785,0.5,,109051,5.4,722064,35.54,609114,29.98,87000,516505,694601,34.2
1996,Haddam - Brainerd,Middlesex,12,7226,12636,1.7,3218,0.45,,,16731,2.2,,,,,,,,,55350,7.66,12734,38360,67021,9.3
1996,Hamden,New Haven,105,51093,282000,5.5,29876,0.58,21450,0.4,437430,7.1,220,3586,0.1,,162932,3.2,1366574,26.75,1308331,25.61,160187,1044149,1354502,26.5
1996,Hampton - Fletcher,Windham,126,1701,1500,0.9,676,0.4,500,0.3,5663,3.3,,,,,18520,10.9,12569,7.39,4000,2.35,4145,2500,8262,4.9
1996,Hartford,Hartford,161,135750,609772,4.5,39938,0.29,315565,2.3,500102,2.9,4058,60646,0.4,,574088,4.2,5126765,37.77,4762130,35.08,535527,4001882,5087476,37.5
1996,Hartland,Hartford,108,1916,,,,,,,694,0.4,,,,,3820,2,2685,1.4,1250,0.65,1601,,2057,1.1
1996,Harwinton,Litchfield,75,5337,12620,2.4,3150,0.59,900,0.2,37728,5.9,93,1663,0.3,,24036,4.5,74864,14.03,72418,13.57,15515,52797,84549,15.8
1996,Hebron - Douglas,Tolland,102,7735,22751,2.9,2606,0.34,4322,0.6,40648,5.2,112,1434,0.2,,16423,2.1,154722,20,75000,9.7,22423,85042,133888,17.3
1996,Kent,Litchfield,36,3104,33200,10.7,1935,0.62,936,0.3,24617,7.7,133,2046,0.7,,21328,6.9,90620,29.19,42500,13.69,19560,46567,78003,25.1
1996,Killingly,Windham,153,16140,121925,7.6,7331,0.45,3916,0.2,134660,6.2,220,3671,0.2,,38371,2.4,433329,26.85,390442,24.19,50182,250576,397972,24.7
1996,Killingworth,Middlesex,80,5257,17191,3.3,4800,0.91,743,0.1,22779,4.3,43,597,0.1,,22247,4.2,91533,17.41,45000,8.56,12289,26971,66490,12.6
1996,Lebanon - JonTrumbull,New London,125,6327,51500,8.1,4650,0.73,17350,2.7,53485,7.8,46,1113,0.2,,41544,6.6,89200,14.1,68000,10.75,17853,46604,70475,11.1
1996,Ledyard,New London,132,14661,98827,6.7,6127,0.42,8435,0.6,169241,10.7,406,9207,0.6,,70284,4.8,432916,29.53,407236,27.78,83863,239620,391375,26.7
1996,Litchfield - OWL,Litchfield,56,8584,38924,4.5,3844,0.45,2112,0.2,67144,6.4,,1339,0.2,,49595,5.8,285814,33.3,121787,14.19,36778,133685,202384,23.6
1996,"Litchfield, Gilbert",Litchfield,56,,3819,0.4,464,0.05,33,0,7894,0.8,8,,,,8603,1,17372,2.02,14000,1.63,3031,6511,11420,1.3
1996,Lyme,New London,18,1969,13500,6.9,962,0.49,923,0.5,13596,5.8,28,621,0.3,,27212,13.8,77998,39.61,59513,30.22,12408,44936,70512,35.8
1996,Madison - E.C.Scranton,New Haven,27,16155,,,8807,0.55,,,181619,9.8,320,5667,0.4,,74341,4.6,681212,42.17,493465,30.55,70667,295448,429194,26.6
1996,Manchester,Hartford,118,51210,425955,8.3,25909,0.51,38869,0.8,602758,10,462,15246,0.3,,202040,3.9,1606421,31.37,1583067,30.91,219411,868569,1143660,22.3
1996,Mansfield,Tolland,160,18134,83575,4.6,9000,0.5,4052,0.2,151242,6.7,187,3194,0.2,,65935,3.6,350143,19.31,323730,17.85,53116,259973,333636,18.4
1996,Marlborough-Richmond,Hartford,95,5737,42515,7.4,3427,0.6,1386,0.2,85157,12.3,39,3584,0.6,,25182,4.4,163317,28.47,131591,22.94,29406,88483,161720,28.2
1996,Meriden,New Haven,148,58730,250000,4.3,39049,0.66,73318,1.2,406600,6.6,492,35500,0.6,,210249,3.6,1256522,21.39,1216607,20.72,153926,882984,1122687,19.1
1996,Middlebury,New Haven,29,6123,47000,7.7,4453,0.73,6950,1.1,87610,11.1,269,4142,0.7,,47650,7.8,193700,31.63,189262,30.91,34100,111129,167492,27.4
1996,Middlefield - Levi Coe,Middlesex,88,4095,28600,7,2551,0.62,1898,0.5,30435,6.2,222,2634,0.6,,24917,6.1,133142,32.51,123400,30.13,12079,75909,122603,29.9
1996,Middletown - Russell,Middlesex,103,43620,331098,7.6,24478,0.56,55735,1.3,541276,9.1,382,13884,0.3,,172761,4,1855722,42.54,1717574,39.38,218661,1339356,1750510,40.1
1996,Milford,New Haven,76,48762,,,18536,0.38,44585,0.9,255764,4.8,213,6528,0.1,,146884,3,694412,14.24,667447,13.69,104915,512730,689632,14.1
1996,Monroe - Edith Wheeler,Fairfield,60,17760,117368,6.6,8673,0.49,11016,0.6,135022,7,148,3137,0.2,,67026,3.8,359228,20.23,348721,19.64,65716,231333,352890,19.9
1996,Montville - Raymond,New London,128,16572,19500,1.2,9500,0.57,3081,0.2,31841,1.9,4,,,,23624,1.4,60120,3.63,20000,1.21,8804,30345,47236,2.9
1996,Morris,Litchfield,50,2160,15000,6.9,1050,0.49,688,0.3,27804,10,61,1079,0.5,,14971,6.9,61231,28.35,40464,18.73,8293,41213,55531,25.7
1996,Naugatuck - Howard W.,New Haven,147,31050,170311,5.5,10010,0.32,8816,0.3,103220,3.1,273,6193,0.2,,72538,2.3,523690,16.87,390000,12.56,48672,259139,396065,12.8
1996,New Britain,Hartford,166,71911,221138,3.1,23611,0.33,48954,0.7,328006,4.1,834,19826,0.3,,260522,3.6,2321581,32.28,2213875,30.79,218852,1367838,1827607,25.4
1996,New Canaan,Fairfield,2,18622,365820,19.6,17349,0.93,38911,2.1,322575,15.6,915,23867,1.3,,145750,7.8,1405595,75.48,1097094,58.91,190652,763617,1116598,60
1996,New Fairfield,Fairfield,48,13143,,,8442,0.64,,,159683,10.8,227,4401,0.3,,46295,3.5,313602,23.86,295418,22.48,62607,205022,293594,22.3
1996,New Hartford-Bakerville,Litchfield,84,,7800,1.3,715,0.12,125,0,11376,1.8,36,360,0.1,,10252,1.7,,,,,,,,
1996,New Hartford-Licia M.B.,Litchfield,84,6069,,,3300,0.54,,,16635,2.5,25,250,0,,18408,3,128702,21.21,100581,16.57,68521,88532,191845,31.6
1996,New Haven,New Haven,165,123656,120946,1,26178,0.21,112648,0.9,196282,1.4,453,10027,0.1,,623595,5,3008561,24.33,2896797,23.43,310165,1950747,2593592,21
1998,Windham Free,Windham,167,,,,558,0.03,85,0,8811,0.4,,,,,8546,0.4,39603,1.82,22600,1.04,5193,13640,27302,1.3
1996,New London,New London,169,26786,294508,11,20841,0.78,22336,0.8,138409,4.5,394,7767,0.3,,85694,3.2,507781,18.96,440220,16.43,59500,235095,387595,14.5
1996,New Milford,Litchfield,72,25132,221572,8.8,11143,0.44,15888,0.6,223787,7.7,417,9929,0.4,,83969,3.3,693897,27.61,619458,24.65,117972,403118,618659,24.6
1996,Newington - LucyWelles,Hartford,89,28028,289103,10.3,14245,0.51,47100,1.7,404420,11,372,14843,0.5,,104547,3.7,981817,35.03,956174,34.11,132932,651689,870121,31
1996,Newtown - Cyr.Booth,Fairfield,51,20971,74100,3.5,15670,0.75,50228,2.4,152784,7,406,13277,0.6,,78153,3.7,481500,22.96,291250,13.89,69790,255910,386750,18.4
1996,Norfolk,Litchfield,47,2108,23104,11,1794,0.85,,,26647,9.7,145,,,,26760,12.7,149018,70.69,1000,0.47,16941,85488,136918,65
1996,North Branford,New Haven,96,13022,49000,3.8,8153,0.63,4890,0.4,124049,8.7,214,2568,0.2,,59928,4.6,391212,30.04,360362,27.67,54625,225879,321065,24.7
1996,North Canaan - Douglas,Litchfield,119,3117,7800,2.5,3334,1.07,510,0.2,15659,4.9,1,30,0,,19133,6.1,40914,13.13,39500,12.67,7997,24788,35566,11.4
1996,North Haven,New Haven,37,21080,55744,2.6,17448,0.83,5705,0.3,141230,5.4,74,2852,0.1,,99137,4.7,580555,27.54,552035,26.19,98754,371853,520526,24.7
1996,North Stonington-Wheeler,New London,107,4826,53700,11.1,2361,0.49,8529,1.8,36587,7.4,36,1238,0.3,,33410,6.9,83377,17.28,10000,2.07,16097,40219,70081,14.5
1996,Norwalk,Fairfield,45,79358,318500,4,70773,0.89,68070,0.9,520526,6.3,420,10447,0.1,,271225,3.4,2493070,31.42,2483394,31.29,381805,1719549,2296645,28.9
1996,"Norwalk, Rowayton",Fairfield,45,,,,4351,0.05,,,28872,0.4,39,1338,0,,32540,0.4,106999,1.35,91400,1.15,25286,70785,103488,1.3
1996,Norwich - Otis,New London,159,37665,130000,3.5,20846,0.55,17006,0.5,215283,4.6,124,1840,0,,93174,2.5,793331,21.06,616100,16.36,78711,474570,631648,16.8
1996,Old Lyme - Phoebe,New London,24,6623,59384,9,3998,0.6,2625,0.4,64719,8.5,217,3613,0.5,,33466,5.1,276021,41.68,109100,16.47,28470,141353,217296,32.8
1996,Old Saybrook - Acton,Middlesex,26,9427,130579,13.9,4964,0.53,4073,0.4,164157,15.4,88,2512,0.3,,54640,5.8,320594,34.01,301914,32.03,65587,172560,248347,26.3
1996,Orange - Case,New Haven,30,12504,46384,3.7,8700,0.7,6500,0.5,121401,8.2,43,1263,0.1,,70041,5.6,327843,26.22,320146,25.6,82096,179175,306880,24.5
1996,Oxford,New Haven,87,9253,23400,2.5,8000,0.86,3100,0.3,58000,6.1,15,575,0.1,,30811,3.3,124360,13.44,120963,13.07,49022,144037,217365,23.5
1996,Plainfield - Aldrich,Windham,163,14484,10816,0.7,3234,0.22,3147,0.2,24132,1.6,93,1337,0.1,,28916,2,50472,3.48,41000,2.83,15537,25103,49690,3.4
1996,Plainville,Hartford,113,17213,103031,6,7137,0.41,10913,0.6,188547,8.9,292,7155,0.4,,88944,5.2,434842,25.26,371261,21.57,86346,258851,390089,22.7
1996,Plymouth - Terryville,Litchfield,145,11747,,,4869,0.41,5117,0.4,53950,4.2,262,3649,0.3,,46319,3.9,287877,24.51,253944,21.62,39405,161798,232705,19.8
1996,"Plymouth, Library Assn.",Litchfield,145,,1360,0.1,,,,,,,1,90,0,,,,,,18000,1.53,,,,
1996,Pomfret,Windham,99,3355,6084,1.8,1589,0.47,450,0.1,13149,3.7,47,398,0.1,,23865,7.1,38838,11.58,25892,7.72,10213,16159,32039,9.5
1996,Portland,Middlesex,94,8652,100124,11.6,5428,0.63,4560,0.5,169003,16.2,163,3892,0.4,,59815,6.9,477557,55.2,432233,49.96,56815,286226,409476,47.3
1996,Preston,New London,146,4982,18398,3.7,3258,0.65,,,18997,3.6,70,672,0.1,,16179,3.2,86278,17.32,73896,14.83,12859,43555,72153,14.5
1996,Prospect,New Haven,117,8084,20800,2.6,5000,0.62,2000,0.2,61603,6.9,19,405,0.1,,25941,3.2,202134,25,191371,23.67,31000,121344,169819,21
1996,Putnam,Windham,156,8831,24982,2.8,7338,0.83,8702,1,69146,5.1,57,1068,0.1,,40805,4.6,219542,24.86,223217,25.28,23412,128667,166153,18.8
1996,Redding - Mark Twain,Fairfield,8,8152,43420,5.3,8000,0.98,1782,0.2,70718,8.4,150,2223,0.3,,38551,4.7,285823,35.06,147546,18.1,43420,145384,218322,26.8
1996,Ridgefield,Fairfield,10,21576,262353,12.2,14740,0.68,17695,0.8,235980,10.1,363,13571,0.6,,92144,4.3,989242,45.85,764700,35.44,121448,532755,806036,37.4
1996,Rocky Hill-Cora Belden,Hartford,70,16991,155261,9.1,8230,0.48,13347,0.8,158544,7.4,225,8128,0.5,,77226,4.5,649497,38.23,638660,37.59,100376,442348,616776,36.3
1996,Roxbury - Minor,Litchfield,16,1927,20509,10.6,2027,1.05,3621,1.9,32924,17.1,321,,,,41225,21.4,94284,48.93,74000,38.4,19331,48010,76219,39.6
1996,Salem,New London,114,3554,13884,3.9,2873,0.81,1710,0.5,30915,8.5,41,1155,0.3,,12276,3.5,39335,11.07,36879,10.38,6934,21466,32729,9.2
1996,Salisbury - Scoville,Litchfield,11,4063,38000,9.4,1242,0.31,3000,0.7,42081,9.4,141,3525,0.9,,28080,6.9,225926,55.61,39000,9.6,26000,122742,175014,43.1
1996,Scotland,Windham,130,1273,2633,2.1,615,0.48,171,0.1,4010,3.1,4,44,0,,9121,7.2,9810,7.71,7685,6.04,2037,6488,9684,7.6
1996,Seymour,New Haven,115,14385,40460,2.8,6213,0.43,2763,0.2,75364,4.5,13,470,0,,43524,3,322067,22.39,249666,17.36,17484,177675,230513,16
1996,Sharon - Hotchkiss,Litchfield,14,2980,8000,2.7,2066,0.69,129,0,22756,7.5,40,400,0.1,,24155,8.1,111726,37.49,2500,0.84,11054,47946,70808,23.8
1996,Shelton - Plumb,Fairfield,62,35762,117104,3.3,15768,0.44,16796,0.5,232386,6.1,279,8437,0.2,,141612,4,678997,18.99,631297,17.65,103346,467897,683458,19.1
1996,Sherman,Fairfield,9,3034,23747,7.8,1505,0.5,493,0.2,32842,10.5,135,1275,0.4,,19904,6.6,102045,33.63,59299,19.54,28539,39797,84655,27.9
1996,Simsbury,Hartford,34,22066,264977,12,15265,0.69,31277,1.4,385254,14.7,360,10275,0.5,,140162,6.4,835399,37.86,764875,34.66,121394,532477,773732,35.1
1996,Somers,Tolland,116,9996,64500,6.5,3914,0.39,6575,0.7,76137,6.7,103,2385,0.2,,38043,3.8,258389,25.85,240881,24.1,36353,143072,212618,21.3
1996,South Windsor,Hartford,67,22382,159654,7.1,10782,0.48,20423,0.9,242420,9.5,200,6123,0.3,,96569,4.3,761214,34.01,751952,33.6,91382,432747,601658,26.9
1996,"South Windsor, Wood",Hartford,67,,5050,0.2,2200,0.1,49,0,2591,0.1,,3009,0.1,,12586,0.6,65154,2.91,4000,0.18,3508,21853,62068,2.8
1996,Southbury,New Haven,43,15702,190528,12.1,8930,0.57,9360,0.6,194883,10.8,200,4681,0.3,,76409,4.9,442708,28.19,391045,24.9,88219,256232,385475,24.5
1996,Southington,Hartford,86,38565,276328,7.2,18320,0.48,76503,2,306617,7.6,,15184,0.4,,144388,3.7,785173,20.36,754367,19.56,114966,440458,641438,16.6
1996,Sprague,New London,150,2977,4032,1.4,,,31,0,7232,2.2,,,,,14172,4.8,8130,2.73,6620,2.22,1548,4200,6341,2.1
1996,Stafford,Tolland,140,11890,15600,1.3,6188,0.52,,,46500,3.7,4,80,0,,33007,2.8,210248,17.68,161200,13.56,21767,108586,151892,12.8
1996,Stamford - Ferguson,Fairfield,25,110717,591096,5.3,61672,0.56,243445,2.2,813316,7.1,641,23921,0.2,,410708,3.7,5451693,49.24,5098846,46.05,647297,2936523,4201336,37.9
1996,Sterling,Windham,134,2674,8147,3,1315,0.49,545,0.2,27140,9.9,20,660,0.2,,13953,5.2,36866,13.79,35100,13.13,7123,15151,32955,12.3
1996,Stonington,New London,63,16153,,,3207,0.2,1200,0.1,44865,2.7,228,3463,0.2,,24417,1.5,146026,9.04,53500,3.31,22538,80037,127612,7.9
1996,Stratford,Fairfield,82,47230,195562,4.1,36646,0.78,88641,1.9,310849,5.9,3168,43938,0.9,,137204,2.9,1790333,37.91,1680500,35.58,200743,1017021,1382567,29.3
1996,Suffield - Kent,Hartford,58,11114,95417,8.6,5243,0.47,6539,0.6,107262,8.8,198,3822,0.3,,72231,6.5,359427,32.34,280319,25.22,52031,183451,273522,24.6
1996,Thomaston,Litchfield,122,7290,65000,8.9,3573,0.49,5000,0.7,95176,9.5,250,6000,0.8,,52043,7.1,243644,33.42,222600,30.53,44754,133174,214618,29.4
1996,Thompson,Windham,157,8780,40581,4.6,5310,0.6,1583,0.2,68495,7.1,198,1722,0.2,,33578,3.8,194346,22.14,188599,21.48,43484,121952,188579,21.5
1996,Tolland,Tolland,101,11740,70838,6,8635,0.74,23224,2,107503,8.4,169,2427,0.2,,40954,3.5,222897,18.99,213683,18.2,35062,147274,251884,21.5
1996,Torrington,Litchfield,138,34031,,,,,,,,,,,,,,,292652,8.6,5000,0.15,41444,144866,227061,6.7
1996,Trumbull,Fairfield,35,31387,264558,8.4,26681,0.85,32465,1,330603,8.9,321,6396,0.2,,148537,4.7,901586,28.72,889086,28.33,116294,621342,820523,26.1
1996,Union,Tolland,92,639,3309,5.2,,,25,0,4136,6.2,,,,,12948,20.3,23470,36.73,20525,32.12,9313,7493,21062,33
1996,Vernon - Rockville,Tolland,133,29911,86699,2.9,9422,0.32,9220,0.3,112443,3.3,104,3150,0.1,,43393,1.5,578899,19.35,94000,3.14,52972,246354,413120,13.8
1996,Voluntown,New London,142,2288,1768,0.8,319,0.14,22,0,1656,0.7,6,50,0,,5015,2.2,6358,2.78,5000,2.19,1404,1145,3112,1.4
1996,Wallingford,New Haven,98,41276,291668,7.1,34287,0.83,70380,1.7,453558,9.3,448,15698,0.4,,183317,4.4,1564443,37.9,1429806,34.64,208201,830895,1265673,30.7
1996,Warren,Litchfield,23,1238,10000,8.1,750,0.61,90,0.1,7608,5.9,38,372,0.3,,11276,9.1,21351,17.25,13000,10.5,3686,9808,18258,14.7
1996,Washington - Gunn,Litchfield,17,4009,22500,5.6,2319,0.58,4992,1.2,36961,8.9,133,2183,0.5,,32454,8.1,224141,55.91,30000,7.48,21913,91105,157614,39.3
1996,Waterbury - Silas Bron.,New Haven,162,107554,332007,3.1,42828,0.4,82569,0.8,211285,1.7,401,12151,0.1,,356760,3.3,2014528,18.73,1749627,16.27,184747,1413927,1779658,16.5
1996,Waterford,New London,7,17312,,,11636,0.67,17638,1,262378,9.2,426,9646,0.6,,111048,6.4,1038182,59.97,977948,56.49,130702,658907,841858,48.6
1996,Watertown,Litchfield,111,21334,112683,5.3,9713,0.46,58101,2.7,124593,5.1,92,2862,0.1,,68295,3.2,490281,22.98,460000,21.56,77901,228513,390849,18.3
1996,West Hartford,Hartford,42,57056,518079,9.1,29823,0.52,187896,3.3,805838,11.8,754,30278,0.5,,279842,4.9,2686463,47.08,2653595,46.51,207663,1569208,1942778,34.1
1996,West Haven,New Haven,154,52477,132080,2.5,23022,0.44,12473,0.2,234103,4.1,67,6377,0.1,,145944,2.8,1022320,19.48,1003004,19.11,120598,570465,788612,15
1996,Westbrook,Middlesex,33,5404,39000,7.2,3500,0.65,3323,0.6,70538,10.9,80,1480,0.3,,38360,7.1,219586,40.63,202482,37.47,44626,135755,189092,35
1996,Weston,Fairfield,5,9066,,,,,,,114717,12.3,52,1772,0.2,,53223,5.9,253549,27.97,247438,27.29,43714,158202,213209,23.5
1996,Westport,Fairfield,4,24400,380647,15.6,14792,0.61,94273,3.9,496659,15.8,706,18544,0.8,,189556,7.8,2429613,99.57,2211820,90.65,329207,1485668,2054893,84.2
1996,Wethersfield,Hartford,59,24004,207165,8.6,11020,0.46,44547,1.9,193233,6.6,234,8632,0.4,,130930,5.5,769374,32.05,759941,31.66,95439,482064,655420,27.3
1996,Willington,Tolland,143,6385,12870,2,3746,0.59,3718,0.6,17073,2.6,8,747,0.1,,12682,2,56648,8.87,52100,8.16,13729,34304,53661,8.4
1996,Wilton,Fairfield,6,16302,193500,11.9,9900,0.61,20656,1.3,204500,10.9,281,8575,0.5,,122356,7.5,1136153,69.69,807213,49.52,121341,524760,840246,51.5
1996,Winchester - Beardsley,Litchfield,144,16179,46957,2.9,8082,0.5,2998,0.2,49898,2.6,281,1083,0.1,,41714,2.6,265968,16.44,125000,7.73,20165,112518,159886,9.9
1996,Windham - Guilford Sm,Windham,167,,1980,0.1,817,0.04,,,2800,0.1,,,,,10050,0.5,22115,1.01,2000,0.09,3120,12378,21850,1
1996,Windham - Willimantic,Windham,167,23603,110000,4.7,12470,0.53,1960,0.1,91430,3.2,59,731,0,,57298,2.4,414435,17.56,367373,15.56,93994,239813,376674,16
1996,Windham Free,Windham,167,,8230,0.4,596,0.03,102,0,8230,0.4,,,,,8512,0.4,27202,1.25,22600,1.03,3808,13146,21971,1
1996,Windsor,Hartford,57,27960,238114,8.5,16767,0.6,33510,1.2,303288,10,462,12445,0.4,,107890,3.9,1003019,35.87,947960,33.9,85554,556446,742803,26.6
1996,Windsor Locks,Hartford,66,11912,,,4602,0.39,,,44238,3.4,115,1841,0.2,,50615,4.2,283171,23.77,247000,20.74,18597,138775,191913,16.1
1996,Wolcott,New Haven,121,14293,43212,3,4375,0.31,,,66740,4.2,164,2045,0.1,,46132,3.2,251650,17.61,258331,18.07,43914,132958,207891,14.5
1996,Woodbridge,New Haven,15,8091,,,10149,1.25,7793,1,170773,14,168,3338,0.4,,61653,7.6,459095,56.74,417706,51.63,80614,290099,410872,50.8
1996,Woodbury,Litchfield,46,8611,,,5905,0.69,12768,1.5,113053,10.8,286,6838,0.8,,59997,7,272496,31.65,262184,30.45,48199,159621,245008,28.5
1996,Woodstock - Bracken,Windham,100,6303,3200,0.5,2146,0.34,6114,1,14680,2.3,40,1100,0.2,,16570,2.6,12409,1.97,9042,1.43,4934,5960,12392,2
1996,"Woodstock, East",Windham,100,,2600,0.4,200,0.03,500,0.1,6981,1.1,,,,,11407,1.8,11050,1.75,9042,1.43,2500,3700,10684,1.7
1997,Andover,Tolland,109,2782,15000,5.4,1676,0.6,414,0.1,17369,6.2,68,841,0.3,,15534,5.6,61580,22.14,56570,20.33,10203,33442,48173,17.3
1997,Ashford-Babcock,Windham,135,4041,12575,3.1,1384,0.34,448,0.1,32794,8.1,22,1253,0.3,,24096,6,113989,28.21,106710,26.41,20427,63816,94533,23.4
1997,Avon,Hartford,18,14265,166663,11.7,8911,0.62,18386,1.3,224958,15.8,258,9199,0.6,,74915,5.3,720122,50.48,644797,45.2,108502,372057,592507,41.5
1997,Beacon Falls,New Haven,121,5368,8000,1.5,1517,0.28,550,0.1,9532,1.8,44,460,0.1,,6800,1.3,54202,10.1,34886,6.5,17272,26969,44941,8.4
1997,Berlin-Peck,Hartford,48,16795,109388,6.5,6975,0.42,6490,0.4,227840,13.6,390,9304,0.6,,92443,5.5,651974,38.82,663294,39.49,101652,340727,505201,30.1
1997,Bethany - Clark,New Haven,53,4878,19700,4,3217,0.66,650,0.1,50448,10.3,46,405,0.1,,33706,6.9,70444,14.44,57302,11.75,11417,32297,53370,10.9
1997,Bethel,Fairfield,71,18101,155261,8.6,12369,0.68,16731,0.9,145882,8.1,172,4864,0.3,,85714,4.7,446832,24.69,421755,23.3,102461,252429,422982,23.4
1997,Bethlehem,Litchfield,65,3397,17478,5.1,2379,0.7,2286,0.7,32686,9.6,45,790,0.2,,23210,6.8,69847,20.56,60000,17.66,7239,38830,50834,15
1997,Bloomfield - Prosser,Hartford,61,18477,,,9037,0.49,18844,1,217113,11.8,586,11788,0.6,,119763,6.5,802922,43.46,777534,42.08,104003,599947,773875,41.9
1997,Bolton - Bentley,Tolland,90,4665,20800,4.5,3829,0.82,702,0.2,41972,9,97,1411,0.3,,35230,7.6,144856,31.05,140948,30.21,37535,96563,139748,30
1997,Branford - Blackstone,New Haven,50,28123,86500,3.1,24111,0.86,56270,2,172722,6.1,400,5928,0.2,,84499,3,661421,23.52,467509,16.62,66262,404943,547452,19.5
